Date,Ticker,Close,Volume
2025-05-28 23:00:00+00:00,EURUSD=X,1.123368263244629,0
2025-05-29 04:00:00+00:00,NVDA,139.17250061035156,369241900
2025-05-29 04:00:00+00:00,MSFT,457.0717468261719,13974800
2025-05-29 04:00:00+00:00,TSLA,358.42999267578125,88087800
2025-05-29 04:00:00+00:00,AAPL,199.5299072265625,51396800
2025-05-29 23:00:00+00:00,EURUSD=X,1.1378376483917236,0
2025-05-30 00:00:00+00:00,BTC-USD,103998.5703125,57655287183
2025-05-30 04:00:00+00:00,TSLA,346.4599914550781,123474900
2025-05-30 04:00:00+00:00,NVDA,135.11300659179688,333170900
2025-05-30 04:00:00+00:00,MSFT,458.7458190917969,34770500
2025-05-30 04:00:00+00:00,AAPL,200.4280242919922,70819900
2025-05-31 00:00:00+00:00,BTC-USD,104638.09375,38997843858
2025-06-01 00:00:00+00:00,BTC-USD,105652.1015625,37397056873
2025-06-01 23:00:00+00:00,EURUSD=X,1.1353315114974976,0
2025-06-02 00:00:00+00:00,BTC-USD,105881.53125,45819706290
2025-06-02 04:00:00+00:00,MSFT,460.3502197265625,16626500
2025-06-02 04:00:00+00:00,AAPL,201.27622985839844,35423300
2025-06-02 04:00:00+00:00,NVDA,137.3627166748047,197663100
2025-06-02 04:00:00+00:00,TSLA,342.69000244140625,81873800
2025-06-02 23:00:00+00:00,EURUSD=X,1.1453442573547363,0
2025-06-03 00:00:00+00:00,BTC-USD,105432.46875,46196508367
2025-06-03 04:00:00+00:00,TSLA,344.2699890136719,99324500
2025-06-03 04:00:00+00:00,NVDA,141.2022247314453,225578800
2025-06-03 04:00:00+00:00,AAPL,202.8429412841797,46381600
2025-06-03 04:00:00+00:00,MSFT,461.3467102050781,15743800
2025-06-03 23:00:00+00:00,EURUSD=X,1.1384464502334597,0
2025-06-04 00:00:00+00:00,BTC-USD,104731.984375,44544857105
2025-06-04 04:00:00+00:00,TSLA,332.04998779296875,98912100
2025-06-04 04:00:00+00:00,MSFT,462.2435302734375,14162700
2025-06-04 04:00:00+00:00,NVDA,141.9021453857422,167120800
2025-06-04 04:00:00+00:00,AAPL,202.3938751220703,43604000
2025-06-04 23:00:00+00:00,EURUSD=X,1.1422044038772583,0
2025-06-05 00:00:00+00:00,BTC-USD,101575.953125,57479298400
2025-06-05 04:00:00+00:00,AAPL,200.2084808349609,55126100
2025-06-05 04:00:00+00:00,MSFT,466.0401611328125,20131700
2025-06-05 04:00:00+00:00,NVDA,139.97239685058594,231397900
2025-06-05 04:00:00+00:00,TSLA,284.70001220703125,287499800
2025-06-05 23:00:00+00:00,EURUSD=X,1.1453834772109983,0
2025-06-06 00:00:00+00:00,BTC-USD,104390.34375,48856653697
2025-06-06 04:00:00+00:00,TSLA,295.1400146484375,164747700
2025-06-06 04:00:00+00:00,MSFT,468.730712890625,15285600
2025-06-06 04:00:00+00:00,AAPL,203.49156188964844,46607700
2025-06-06 04:00:00+00:00,NVDA,141.70216369628906,153986200
2025-06-07 00:00:00+00:00,BTC-USD,105615.625,38365033776
2025-06-08 00:00:00+00:00,BTC-USD,105793.6484375,36626232328
2025-06-08 23:00:00+00:00,EURUSD=X,1.1407841444015503,0
2025-06-09 00:00:00+00:00,BTC-USD,110294.1015625,55903193732
2025-06-09 04:00:00+00:00,TSLA,308.5799865722656,140908900
2025-06-09 04:00:00+00:00,MSFT,471.0924072265625,16469900
2025-06-09 04:00:00+00:00,NVDA,142.612060546875,185114500
2025-06-09 04:00:00+00:00,AAPL,201.02674865722656,72862600
2025-06-09 23:00:00+00:00,EURUSD=X,1.1428048610687256,0
2025-06-10 00:00:00+00:00,BTC-USD,110257.234375,54700101509
2025-06-10 04:00:00+00:00,NVDA,143.94189453125,155881900
2025-06-10 04:00:00+00:00,TSLA,326.0899963378906,151256500
2025-06-10 04:00:00+00:00,MSFT,469.2688293457031,15375900
2025-06-10 04:00:00+00:00,AAPL,202.24420166015625,54672600
2025-06-10 23:00:00+00:00,EURUSD=X,1.143746018409729,0
2025-06-11 00:00:00+00:00,BTC-USD,108686.625,50842662052
2025-06-11 04:00:00+00:00,TSLA,326.42999267578125,122611400
2025-06-11 04:00:00+00:00,NVDA,142.8219451904297,167694000
2025-06-11 04:00:00+00:00,AAPL,198.36236572265625,60989900
2025-06-11 04:00:00+00:00,MSFT,470.9628601074219,16399200
2025-06-11 23:00:00+00:00,EURUSD=X,1.1509333848953247,0
2025-06-12 00:00:00+00:00,BTC-USD,105929.0546875,54843867968
2025-06-12 04:00:00+00:00,NVDA,144.9918212890625,162365000
2025-06-12 04:00:00+00:00,MSFT,477.1909484863281,18950600
2025-06-12 04:00:00+00:00,TSLA,319.1099853515625,105127500
2025-06-12 04:00:00+00:00,AAPL,198.781478881836,43904600
2025-06-12 23:00:00+00:00,EURUSD=X,1.1600254774093628,0
2025-06-13 00:00:00+00:00,BTC-USD,106090.96875,69550440846
2025-06-13 04:00:00+00:00,AAPL,196.03726196289065,51447300
2025-06-13 04:00:00+00:00,NVDA,141.9619903564453,180820600
2025-06-13 04:00:00+00:00,MSFT,473.2946472167969,16814500
2025-06-13 04:00:00+00:00,TSLA,325.3099975585937,128964300
2025-06-14 00:00:00+00:00,BTC-USD,105472.40625,38007870453
2025-06-15 00:00:00+00:00,BTC-USD,105552.0234375,36744307742
2025-06-15 23:00:00+00:00,EURUSD=X,1.1556684970855713,0
2025-06-16 00:00:00+00:00,BTC-USD,106796.7578125,50366626945
2025-06-16 04:00:00+00:00,TSLA,329.1300048828125,83925900
2025-06-16 04:00:00+00:00,MSFT,477.46002197265625,15626100
2025-06-16 04:00:00+00:00,NVDA,144.6818389892578,183133700
2025-06-16 04:00:00+00:00,AAPL,198.0031280517578,43020700
2025-06-16 23:00:00+00:00,EURUSD=X,1.1551345586776731,0
2025-06-17 00:00:00+00:00,BTC-USD,104601.1171875,55964092176
2025-06-17 04:00:00+00:00,NVDA,144.1118621826172,139108000
2025-06-17 04:00:00+00:00,AAPL,195.2289581298828,38856200
2025-06-17 04:00:00+00:00,TSLA,316.3500061035156,88282700
2025-06-17 04:00:00+00:00,MSFT,476.3638610839844,15414100
2025-06-17 23:00:00+00:00,EURUSD=X,1.1482638120651243,0
2025-06-18 00:00:00+00:00,BTC-USD,104883.328125,47318089133
2025-06-18 04:00:00+00:00,MSFT,478.5561218261719,17526500
2025-06-18 04:00:00+00:00,AAPL,196.1669921875,45394700
